2012 Refunded 2011 Refunded 2009B & 2002 Fire Pumper,2012 Refunded 2011 Refunded 2009B & 2002 Fire Pumper,,"172,906",,-,,"25,000",,"147,906"
2012 Refunded 2011 Refunded 2009B & 2008 Motorola Radios,2012 Refunded 2011 Refunded 2009B & 2008 Motorola Radios,,"398,451",,-,,"20,435",,"378,016"
2011 Public Works Storage,2011 Public Works Storage,,"600,000",,,,"32,000",,"568,000"
,,,"6,164,191",,-,,"130,552",,"6,033,639"
Capital Leases:,Capital Leases:,,,,,,,,
2005 Fire Pumpers,2005 Fire Pumpers,,"163,551",,-,,"80,437",,"83,114"
,,,"163,551",,-,,"80,437",,"83,114"
,Total General Long Term Obligations,,"$29,183,371",,$0,,"$684,436",,"$28,498,935"
Sewer Fund Obligations,Sewer Fund Obligations,,,,,,,,
Sewer Bonds:,Sewer Bonds:,,,,,,,,
2012 Refunded 2000 DEQ Loan,2012 Refunded 2000 DEQ Loan,,"3,695,000",,-,,"140,000",,"3,555,000"
2012 Refunded 2000 DEQ Loan,2012 Refunded 2000 DEQ Loan,,"1,300,000",,-,,"20,000",,"1,280,000"
2010 Bond,2010 Bond,,"600,000",,-,,-,,"600,000"
2010 VRA Refunded 2002 Bond,2010 VRA Refunded 2002 Bond,,"675,000",,-,,"60,000",,"615,000"
2012 Refunded 2011 Refunded 2009B &1998B Bond,2012 Refunded 2011 Refunded 2009B &1998B Bond,,"1,914,133",,-,,"65,581",,"1,848,552"
2012 Refunded 2011 Refunded 2009B & 2003B Bond,2012 Refunded 2011 Refunded 2009B & 2003B Bond,,"420,867",,-,,"14,419",,"406,448"
,Total Sewer Obligations,,"$8,605,000",,$0,,"$300,000",,"$8,305,000"
,105,105,,,,,,,
